date,year,home_team,away_team,home_score,away_score,result,tournament,neutral,home_recent_goals_for,home_recent_goals_against,home_recent_form,home_recent_matches,away_recent_goals_for,away_recent_goals_against,away_recent_form,away_recent_matches
2007-06-22,2007,Syria,Iraq,0.0,3.0,A,WAFF Championship,True,1.4,0.6,10,5,0.4,0.4,6,5
2007-06-23,2007,Colombia,Ecuador,3.0,1.0,H,Friendly,False,2.0,0.2,13,5,1.4,2.0,4,5
2007-06-23,2007,Mongolia,Guam,5.0,2.0,H,EAFF Championship,True,0.8,4.0,4,5,2.6,6.0,6,5
2007-06-24,2007,Vietnam,Jamaica,3.0,0.0,H,Friendly,False,2.0,0.6,6,5,0.6,1.4,2,5
2007-06-24,2007,United Arab Emirates,Saudi Arabia,0.0,2.0,A,Friendly,True,2.0,0.8,15,5,1.2,0.8,10,5
2007-06-24,2007,United States,Mexico,2.0,1.0,H,Gold Cup,False,2.2,0.4,15,5,1.2,0.6,12,5
2007-06-24,2007,Iraq,Iran,1.0,2.0,A,WAFF Championship,True,1.0,0.2,9,5,0.8,0.8,10,5
2007-06-24,2007,North Korea,Hong Kong,1.0,0.0,H,EAFF Championship,True,3.4,0.6,10,5,4.0,1.2,10,5
2007-06-24,2007,Indonesia,Oman,0.0,1.0,A,Friendly,False,2.2,1.0,11,5,1.4,0.8,12,5
2007-06-25,2007,Qatar,Turkmenistan,1.0,0.0,H,Friendly,False,0.6,1.2,2,5,0.6,2.4,1,5
2007-06-26,2007,Uruguay,Peru,0.0,3.0,A,Copa América,True,2.2,0.8,12,5,1.0,1.4,7,5
2007-06-26,2007,Venezuela,Bolivia,2.0,2.0,D,Copa América,False,3.0,1.6,10,5,1.6,1.2,8,5
2007-06-27,2007,United Arab Emirates,Bahrain,2.0,2.0,D,Friendly,True,1.6,1.0,12,5,1.2,1.2,7,5
2007-06-27,2007,Singapore,Saudi Arabia,1.0,2.0,A,Friendly,False,1.4,1.2,7,5,1.2,0.6,10,5
2007-06-27,2007,Brazil,Mexico,0.0,2.0,A,Copa América,True,1.2,0.6,8,5,1.0,0.8,9,5
2007-06-27,2007,Ecuador,Chile,2.0,3.0,A,Copa América,True,1.4,2.0,4,5,1.2,0.4,10,5
2007-06-28,2007,Argentina,United States,4.0,1.0,H,Copa América,True,1.4,1.2,8,5,2.4,0.6,15,5
2007-06-28,2007,Malaysia,Jamaica,0.0,2.0,A,Friendly,False,1.8,1.2,5,5,0.4,1.8,1,5
2007-06-28,2007,Oman,North Korea,2.0,2.0,D,Friendly,True,1.2,0.6,12,5,3.2,0.6,10,5
2007-06-28,2007,Paraguay,Colombia,5.0,0.0,H,Copa América,True,0.4,0.8,5,5,2.0,0.2,13,5
2007-06-29,2007,South Korea,Iraq,3.0,0.0,H,Friendly,False,0.4,1.4,4,5,1.0,0.4,8,5
2007-06-30,2007,Bermuda,Ynys Môn,1.0,2.0,A,Island Games,True,1.0,1.8,4,5,1.0,1.0,8,5
2007-06-30,2007,Vietnam,Bahrain,5.0,3.0,H,Friendly,False,2.6,0.6,8,5,1.2,1.4,5,5
2007-06-30,2007,Rhodes,Saare County,2.0,0.0,H,Island Games,True,1.5,1.75,6,4,1.4,1.6,5,5
2007-06-30,2007,Thailand,Qatar,1.0,1.0,D,Friendly,False,0.8,1.2,5,5,0.6,1.0,4,5
2007-06-30,2007,Singapore,Australia,0.0,3.0,A,Friendly,False,1.2,1.2,6,5,1.4,1.2,7,5
2007-06-30,2007,Bolivia,Uruguay,0.0,1.0,A,Copa América,True,1.8,0.8,9,5,1.4,1.4,9,5
2007-06-30,2007,Venezuela,Peru,2.0,0.0,H,Copa América,False,2.8,1.8,8,5,1.4,1.2,9,5
2007-07-01,2007,Brazil,Chile,3.0,0.0,H,Copa América,True,1.2,0.6,8,5,1.2,0.8,10,5
2007-07-01,2007,Mexico,Ecuador,2.0,1.0,H,Copa América,True,1.2,0.4,12,5,1.4,1.8,4,5
2007-07-01,2007,Oman,Saudi Arabia,1.0,1.0,D,Friendly,True,1.2,0.8,10,5,1.2,0.6,10,5
2007-07-01,2007,United Arab Emirates,North Korea,1.0,0.0,H,Friendly,True,1.4,1.0,10,5,3.4,0.6,11,5
2007-07-01,2007,Jersey,Gibraltar,1.0,1.0,D,Island Games,True,2.0,1.2,10,5,2.4,0.8,10,5
2007-07-01,2007,Åland Islands,Bermuda,0.0,2.0,A,Island Games,True,1.4,1.8,6,5,0.4,2.2,1,5
2007-07-01,2007,Rhodes,Frøya,3.0,1.0,H,Island Games,False,1.6,1.4,9,5,4.75,2.5,4,4
2007-07-01,2007,Western Isles,Gotland,2.0,1.0,H,Island Games,True,2.8,2.0,8,5,1.4,0.6,9,5
2007-07-02,2007,Gotland,Western Isles,1.0,3.0,A,Island Games,True,1.6,1.0,8,5,3.0,1.8,11,5
2007-07-02,2007,Saare County,Frøya,2.0,3.0,A,Island Games,True,1.0,1.8,2,5,4.0,2.6,4,5
2007-07-02,2007,Ynys Môn,Åland Islands,0.0,2.0,A,Island Games,True,1.4,1.2,10,5,1.2,1.8,6,5
2007-07-02,2007,Argentina,Colombia,4.0,2.0,H,Copa América,True,2.0,1.0,11,5,1.6,1.2,10,5
2007-07-02,2007,Thailand,Qatar,2.0,0.0,H,Friendly,False,1.0,1.4,5,5,0.8,1.0,5,5
2007-07-02,2007,Iraq,Uzbekistan,0.0,2.0,A,Friendly,True,1.0,1.0,7,5,1.6,1.0,5,5
2007-07-02,2007,Iran,Jamaica,8.0,1.0,H,Friendly,False,1.0,1.0,10,5,0.8,1.4,4,5
2007-07-02,2007,United States,Paraguay,1.0,3.0,A,Copa América,True,2.2,1.4,12,5,1.2,0.4,8,5
2007-07-03,2007,Peru,Bolivia,2.0,2.0,D,Copa América,True,1.0,1.4,6,5,0.8,0.8,6,5
2007-07-03,2007,Venezuela,Uruguay,0.0,0.0,D,Copa América,False,2.2,1.8,8,5,1.6,1.0,12,5
2007-07-04,2007,Frøya,Gotland,0.0,3.0,A,Island Games,True,4.4,2.0,7,5,1.4,1.2,7,5
2007-07-04,2007,Rhodes,Western Isles,1.0,0.0,H,Island Games,False,1.8,1.6,9,5,2.8,1.2,13,5
2007-07-04,2007,Jersey,Åland Islands,1.0,0.0,H,Island Games,True,1.8,0.8,11,5,1.4,1.2,9,5
2007-07-04,2007,Gibraltar,Bermuda,2.0,0.0,H,Island Games,True,2.0,1.0,10,5,0.6,2.0,3,5
2007-07-04,2007,Saudi Arabia,North Korea,1.0,1.0,D,Friendly,True,1.2,0.6,10,5,3.4,0.8,10,5
2007-07-04,2007,Brazil,Ecuador,1.0,0.0,H,Copa América,True,1.0,0.6,8,5,1.4,2.0,3,5
2007-07-04,2007,Mexico,Chile,0.0,0.0,D,Copa América,True,1.4,0.6,12,5,0.8,1.4,7,5
2007-07-05,2007,Argentina,Paraguay,1.0,0.0,H,Copa América,True,2.6,1.4,11,5,1.8,0.2,11,5
2007-07-05,2007,Colombia,United States,1.0,0.0,H,Copa América,True,1.2,2.0,7,5,1.6,2.0,9,5
2007-07-05,2007,South Korea,Uzbekistan,2.0,1.0,H,Friendly,False,0.8,1.2,6,5,2.0,1.0,7,5
2007-07-05,2007,Menorca,Saare County,4.0,1.0,H,Island Games,True,2.3333333333333335,1.3333333333333333,3,3,1.0,2.0,1,5
2007-07-05,2007,Åland Islands,Frøya,3.0,1.0,H,Island Games,True,1.4,1.2,9,5,4.0,2.2,6,5
2007-07-05,2007,Jersey,Gotland,1.0,0.0,H,Island Games,True,1.2,0.6,11,5,2.0,1.2,9,5
2007-07-05,2007,Bermuda,Western Isles,0.0,1.0,A,Island Games,True,0.6,2.0,3,5,2.8,1.4,12,5
2007-07-05,2007,Rhodes,Gibraltar,0.0,4.0,A,Island Games,False,1.8,0.8,12,5,1.4,1.0,10,5
2007-07-06,2007,Malawi,Namibia,1.0,2.0,A,Friendly,False,0.4,1.0,2,5,0.8,1.2,4,5
2007-07-07,2007,Thailand,Iraq,1.0,1.0,D,AFC Asian Cup,False,1.2,1.0,8,5,1.0,1.4,6,5
2007-07-07,2007,Venezuela,Uruguay,1.0,4.0,A,Copa América,False,1.8,1.6,6,5,1.0,0.8,10,5
2007-07-07,2007,Chile,Brazil,1.0,6.0,A,Copa América,True,0.8,1.4,7,5,1.0,0.6,8,5
2007-07-08,2007,Argentina,Peru,4.0,0.0,H,Copa América,True,2.8,1.4,13,5,1.4,1.4,7,5
2007-07-08,2007,Australia,Oman,1.0,1.0,D,AFC Asian Cup,True,1.6,1.2,7,5,1.0,0.8,8,5
2007-07-08,2007,Mexico,Paraguay,6.0,0.0,H,Copa América,True,1.2,0.6,10,5,1.8,0.4,10,5
2007-07-08,2007,Vietnam,United Arab Emirates,2.0,0.0,H,AFC Asian Cup,False,3.4,1.0,10,5,1.4,1.0,10,5
2007-07-09,2007,Japan,Qatar,1.0,1.0,D,AFC Asian Cup,True,2.0,0.2,13,5,0.6,1.2,4,5
2007-07-10,2007,Indonesia,Bahrain,2.0,1.0,H,AFC Asian Cup,False,1.6,1.0,8,5,1.6,2.0,5,5
2007-07-10,2007,Malaysia,China,1.0,5.0,A,AFC Asian Cup,False,1.8,1.4,5,5,1.2,1.8,6,5
2007-07-10,2007,Uruguay,Brazil,2.0,2.0,D,Copa América,True,1.4,1.0,10,5,2.0,0.6,10,5
2007-07-11,2007,Mexico,Argentina,0.0,3.0,A,Copa América,True,2.2,0.6,10,5,3.4,1.2,15,5
2007-07-11,2007,South Korea,Saudi Arabia,1.0,1.0,D,AFC Asian Cup,True,1.2,1.0,9,5,1.2,0.8,8,5
2007-07-11,2007,Iran,Uzbekistan,2.0,1.0,H,AFC Asian Cup,True,2.6,0.4,13,5,2.2,1.2,7,5
2007-07-12,2007,Thailand,Oman,2.0,0.0,H,AFC Asian Cup,False,1.2,1.0,8,5,1.0,1.0,6,5
2007-07-12,2007,Vietnam,Qatar,1.0,1.0,D,AFC Asian Cup,False,2.0,1.0,10,5,0.6,1.0,5,5
2007-07-13,2007,Iraq,Australia,3.0,1.0,H,AFC Asian Cup,True,1.0,1.6,4,5,1.6,1.2,7,5
2007-07-13,2007,Solomon Islands,Papua New Guinea,2.0,1.0,H,Friendly,False,0.8,4.4,1,5,5.4,1.2,10,5
2007-07-13,2007,United Arab Emirates,Japan,1.0,3.0,A,AFC Asian Cup,True,1.2,1.4,7,5,1.6,0.4,11,5
2007-07-14,2007,Indonesia,Saudi Arabia,1.0,2.0,A,AFC Asian Cup,False,1.8,1.0,10,5,1.4,0.8,9,5
2007-07-14,2007,Malaysia,Uzbekistan,0.0,5.0,A,AFC Asian Cup,False,1.8,2.2,4,5,1.2,1.6,4,5
2007-07-14,2007,Mexico,Uruguay,3.0,1.0,H,Copa América,True,2.0,0.8,10,5,1.4,1.2,8,5
2007-07-15,2007,China,Iran,2.0,2.0,D,AFC Asian Cup,True,1.8,1.8,6,5,3.0,0.6,15,5
2007-07-15,2007,Bahrain,South Korea,2.0,1.0,H,AFC Asian Cup,True,1.6,2.2,4,5,1.2,1.2,7,5
2007-07-15,2007,Brazil,Argentina,3.0,0.0,H,Copa América,True,2.4,1.0,10,5,3.2,0.6,15,5
2007-07-16,2007,Vietnam,Japan,1.0,4.0,A,AFC Asian Cup,False,2.2,0.8,11,5,1.6,0.4,11,5
2007-07-16,2007,Thailand,Australia,0.0,4.0,A,AFC Asian Cup,False,1.4,1.0,8,5,1.6,1.2,7,5
2007-07-16,2007,Oman,Iraq,0.0,0.0,D,AFC Asian Cup,True,1.0,1.2,6,5,1.0,1.8,4,5
2007-07-16,2007,Qatar,United Arab Emirates,1.0,2.0,A,AFC Asian Cup,True,0.8,1.0,6,5,0.8,1.8,4,5
2007-07-17,2007,New Caledonia,Vanuatu,5.0,3.0,H,Friendly,False,3.2,0.8,7,5,1.0,1.8,3,5
2007-07-18,2007,Indonesia,South Korea,0.0,1.0,A,AFC Asian Cup,False,1.6,1.0,9,5,1.4,1.2,7,5
2007-07-18,2007,Malaysia,Iran,0.0,2.0,A,AFC Asian Cup,False,1.6,3.0,3,5,3.0,1.0,13,5
2007-07-18,2007,Saudi Arabia,Bahrain,4.0,0.0,H,AFC Asian Cup,True,1.4,1.0,9,5,1.6,2.2,4,5
2007-07-18,2007,Uzbekistan,China,3.0,0.0,H,AFC Asian Cup,True,2.0,1.4,6,5,2.2,1.8,7,5
2007-07-19,2007,Madagascar,Mayotte,2.0,2.0,D,Friendly,False,1.0,2.2,3,5,0.6666666666666666,1.6666666666666667,1,3
2007-07-19,2007,New Caledonia,Vanuatu,0.0,2.0,A,Friendly,False,4.2,1.0,10,5,1.6,2.6,3,5
2007-07-21,2007,Iraq,Vietnam,2.0,0.0,H,AFC Asian Cup,True,0.8,1.4,5,5,2.4,1.6,10,5
2007-07-21,2007,Japan,Australia,1.0,1.0,D,AFC Asian Cup,True,2.0,0.6,11,5,2.0,1.2,7,5
2007-07-22,2007,Saudi Arabia,Uzbekistan,2.0,1.0,H,AFC Asian Cup,True,1.8,0.8,9,5,2.4,0.8,9,5
2007-07-22,2007,Iran,South Korea,0.0,0.0,D,AFC Asian Cup,True,3.2,1.0,13,5,1.6,0.8,10,5
2007-07-23,2007,Botswana,Zambia,0.0,0.0,D,Friendly,False,0.8,0.4,10,5,1.4,0.6,9,5
2007-07-25,2007,Iraq,South Korea,0.0,0.0,D,AFC Asian Cup,True,1.2,0.8,8,5,1.0,0.8,8,5
2007-07-25,2007,Japan,Saudi Arabia,2.0,3.0,A,AFC Asian Cup,True,1.8,0.8,9,5,2.0,0.8,11,5
2007-07-28,2007,Angola,Lesotho,2.0,0.0,H,COSAFA Cup,True,2.2,0.6,9,5,1.0,0.8,8,5
2007-07-28,2007,Botswana,Namibia,1.0,0.0,H,COSAFA Cup,False,0.6,0.4,8,5,1.2,1.2,7,5
2007-07-28,2007,South Korea,Japan,0.0,0.0,D,AFC Asian Cup,True,0.6,0.6,6,5,2.2,1.4,8,5
2007-07-29,2007,Lesotho,Namibia,2.0,3.0,A,COSAFA Cup,True,0.8,1.2,5,5,1.0,1.0,7,5
2007-07-29,2007,Madagascar,DR Congo,0.0,0.0,D,Friendly,False,1.4,2.0,4,5,0.8,1.2,4,5
2007-07-29,2007,Botswana,Angola,0.0,0.0,D,COSAFA Cup,False,0.6,0.4,8,5,2.4,0.4,11,5
2007-07-29,2007,Iraq,Saudi Arabia,1.0,0.0,H,AFC Asian Cup,True,1.2,0.4,9,5,2.4,1.0,13,5
2007-08-10,2007,Seychelles,Mayotte,2.0,1.0,H,Indian Ocean Island Games,True,0.4,2.6,3,5,1.0,1.75,2,4
2007-08-10,2007,Comoros,Réunion,1.0,1.0,D,Indian Ocean Island Games,True,0.8,3.0,3,5,1.0,1.8,4,5
2007-08-12,2007,Mauritius,Mayotte,0.0,1.0,A,Indian Ocean Island Games,True,0.2,1.6,2,5,1.0,1.8,2,5
2007-08-12,2007,Madagascar,Réunion,0.0,0.0,D,Indian Ocean Island Games,False,1.4,1.8,5,5,1.0,1.6,5,5
2007-08-14,2007,Mauritius,Seychelles,3.0,0.0,H,Indian Ocean Island Games,True,0.0,1.6,1,5,0.4,2.8,3,5
2007-08-14,2007,Madagascar,Comoros,3.0,0.0,H,Indian Ocean Island Games,False,0.4,1.8,3,5,1.0,2.4,4,5
2007-08-16,2007,Mauritius,Réunion,0.0,1.0,A,Indian Ocean Island Games,True,0.6,1.6,3,5,0.4,1.4,3,5
2007-08-16,2007,Madagascar,Mayotte,4.0,0.0,H,Indian Ocean Island Games,False,1.0,0.8,6,5,1.2,1.6,5,5
2007-08-17,2007,India,Cambodia,6.0,0.0,H,Nehru Cup,False,0.4,3.6,0,5,1.4,2.2,5,5
2007-08-18,2007,Madagascar,Réunion,0.0,0.0,D,Indian Ocean Island Games,False,1.8,0.4,9,5,0.6,1.0,6,5
2007-08-18,2007,Bangladesh,Syria,0.0,2.0,A,Nehru Cup,True,0.4,3.8,0,5,1.2,1.0,9,5
2007-08-18,2007,Mauritius,Mayotte,1.0,1.0,D,Indian Ocean Island Games,True,0.6,1.4,3,5,1.0,2.2,4,5
2007-08-19,2007,Kyrgyzstan,Cambodia,4.0,3.0,H,Nehru Cup,True,0.8,2.8,1,5,1.0,3.0,4,5
2007-08-20,2007,India,Bangladesh,1.0,0.0,H,Nehru Cup,False,1.6,3.0,3,5,0.2,3.0,0,5
2007-08-20,2007,Mozambique,Zimbabwe,0.0,0.0,D,Friendly,False,1.2,0.2,9,5,0.6,0.8,6,5
2007-08-20,2007,Myanmar,Lesotho,1.0,0.0,H,Merdeka Tournament,True,1.0,0.6,9,5,0.6,1.6,2,5
2007-08-21,2007,Singapore,Zimbabwe,4.0,2.0,H,Merdeka Tournament,True,1.0,1.6,5,5,0.4,0.8,4,5
2007-08-21,2007,Benin,Gabon,2.0,2.0,D,Friendly,True,1.2,1.0,5,5,1.8,2.2,9,5
2007-08-21,2007,Ghana,Senegal,1.0,1.0,D,Friendly,True,1.8,1.0,8,5,2.0,0.8,11,5
2007-08-21,2007,Syria,Kyrgyzstan,4.0,1.0,H,Nehru Cup,True,1.0,1.0,9,5,1.2,2.8,4,5
2007-08-22,2007,North Macedonia,Nigeria,0.0,0.0,D,Friendly,False,1.2,1.2,6,5,1.4,1.4,9,5
2007-08-22,2007,Mali,Burkina Faso,3.0,2.0,H,Friendly,True,2.2,0.4,11,5,0.4,1.4,2,5
2007-08-22,2007,Romania,Turkey,2.0,0.0,H,Friendly,False,1.8,0.2,13,5,1.6,1.4,5,5
2007-08-22,2007,Mexico,Colombia,0.0,1.0,A,Friendly,True,2.2,1.0,10,5,1.2,2.0,7,5
2007-08-22,2007,Montenegro,Slovenia,1.0,1.0,D,Friendly,False,0.6666666666666666,1.3333333333333333,3,3,0.4,1.0,4,5
2007-08-22,2007,Northern Ireland,Liechtenstein,3.0,1.0,H,UEFA Euro qualification,False,1.4,0.4,11,5,0.6,2.2,4,5
2007-08-22,2007,Norway,Argentina,2.0,1.0,H,Friendly,False,2.4,1.2,7,5,2.4,1.0,12,5
2007-08-22,2007,Panama,Guatemala,2.0,1.0,H,Friendly,False,1.2,2.2,4,5,0.4,1.0,5,5
2007-08-22,2007,Paraguay,Venezuela,1.0,1.0,D,Friendly,False,1.6,1.6,7,5,1.6,2.0,5,5
2007-08-22,2007,Russia,Poland,2.0,2.0,D,Friendly,False,1.8,0.8,10,5,2.2,0.8,10,5
2007-08-22,2007,Hungary,Italy,3.0,1.0,H,Friendly,False,1.0,1.6,6,5,2.0,0.6,13,5
2007-08-22,2007,Scotland,South Africa,1.0,0.0,H,Friendly,False,1.0,1.0,9,5,1.4,0.4,8,5
2007-08-22,2007,Slovakia,France,0.0,1.0,A,Friendly,False,1.6,1.4,7,5,1.0,0.2,12,5
2007-08-22,2007,Sudan,Libya,1.0,0.0,H,Friendly,False,1.6,0.6,10,5,1.0,0.6,8,5
2007-08-22,2007,Sweden,United States,1.0,0.0,H,Friendly,False,2.0,1.0,7,5,1.2,2.0,6,5
2007-08-22,2007,Switzerland,Netherlands,2.0,1.0,H,Friendly,False,1.2,1.8,4,5,2.0,0.4,13,5
2007-08-22,2007,Tajikistan,Azerbaijan,2.0,3.0,A,Friendly,False,2.0,2.2,6,5,0.8,1.8,7,5
2007-08-22,2007,Togo,Zambia,3.0,1.0,H,Friendly,False,1.4,1.4,8,5,1.4,0.6,9,5
2007-08-22,2007,Tunisia,Guinea,1.0,1.0,D,Friendly,False,2.4,0.2,13,5,1.2,0.8,7,5
2007-08-22,2007,Ukraine,Uzbekistan,2.0,1.0,H,Friendly,False,1.2,0.6,10,5,2.2,1.2,6,5
2007-08-22,2007,Luxembourg,Georgia,0.0,0.0,D,Friendly,False,0.6,2.2,3,5,1.0,1.0,6,5
2007-08-22,2007,San Marino,Cyprus,0.0,1.0,A,UEFA Euro qualification,False,0.2,4.6,0,5,0.8,1.8,4,5
2007-08-22,2007,Lithuania,Turkmenistan,2.0,1.0,H,Friendly,False,0.4,1.4,3,5,0.6,2.4,1,5
2007-08-22,2007,Greece,Spain,2.0,3.0,A,Friendly,False,1.2,1.2,9,5,1.6,0.2,15,5
2007-08-22,2007,Latvia,Moldova,1.0,2.0,A,Friendly,False,0.0,1.8,0,5,0.4,2.4,1,5
2007-08-22,2007,Lesotho,Laos,3.0,1.0,H,Merdeka Tournament,True,0.4,1.6,1,5,1.6,5.2,6,5
2007-08-22,2007,Algeria,Brazil,0.0,2.0,A,Friendly,True,1.8,1.8,7,5,3.0,0.6,13,5
2007-08-22,2007,Armenia,Portugal,1.0,1.0,D,UEFA Euro qualification,False,0.8,0.6,8,5,2.0,0.6,11,5
2007-08-22,2007,Austria,Czech Republic,1.0,1.0,D,Friendly,False,0.4,0.8,3,5,1.0,0.6,8,5
2007-08-22,2007,Bangladesh,Cambodia,1.0,1.0,D,Nehru Cup,True,0.0,2.4,0,5,1.4,3.6,3,5
2007-08-22,2007,Belarus,Israel,2.0,1.0,H,Friendly,False,1.2,1.8,4,5,1.8,0.4,11,5
2007-08-22,2007,Belgium,Serbia,3.0,2.0,H,UEFA Euro qualification,False,0.2,2.2,0,5,1.0,1.6,5,5
2007-08-22,2007,Bosnia and Herzegovina,Croatia,3.0,5.0,A,Friendly,False,1.6,1.8,10,5,1.8,1.0,13,5
2007-08-22,2007,Bulgaria,Wales,0.0,1.0,A,Friendly,False,1.8,0.2,13,5,1.0,0.6,6,5
2007-08-22,2007,DR Congo,Angola,3.0,1.0,H,Friendly,False,0.8,0.8,5,5,1.2,0.2,9,5
2007-08-22,2007,Albania,Malta,3.0,0.0,H,Friendly,False,1.0,0.2,8,5,0.4,1.6,2,5
2007-08-22,2007,Denmark,Republic of Ireland,0.0,4.0,A,Friendly,False,1.4,1.2,9,5,1.2,0.6,11,5
2007-08-22,2007,Ecuador,Bolivia,1.0,0.0,H,Friendly,False,1.2,1.8,3,5,1.0,1.2,4,5
2007-08-22,2007,El Salvador,Honduras,2.0,0.0,H,Friendly,False,0.4,1.8,3,5,2.6,1.4,9,5
2007-08-22,2007,England,Germany,1.0,2.0,A,Friendly,False,1.4,0.4,8,5,2.6,0.8,12,5
2007-08-22,2007,Estonia,Andorra,2.0,1.0,H,UEFA Euro qualification,False,0.0,2.2,0,5,0.0,2.4,1,5
2007-08-22,2007,Finland,Kazakhstan,2.0,1.0,H,UEFA Euro qualification,False,1.0,0.6,9,5,1.2,1.0,8,5
2007-08-22,2007,Iceland,Canada,1.0,1.0,D,Friendly,False,0.4,2.6,1,5,1.8,1.0,9,5
2007-08-22,2007,Ivory Coast,Egypt,0.0,0.0,D,Friendly,True,2.6,0.0,15,5,1.6,0.4,11,5
2007-08-22,2007,Japan,Cameroon,2.0,0.0,H,Friendly,False,2.0,1.2,8,5,2.4,1.0,13,5
2007-08-22,2007,Costa Rica,Peru,1.0,1.0,D,Friendly,False,1.0,0.8,7,5,1.0,2.0,4,5
2007-08-23,2007,India,Syria,2.0,3.0,A,Nehru Cup,False,1.8,2.4,6,5,1.6,0.8,12,5
2007-08-23,2007,Singapore,Bangladesh,4.0,2.0,H,Merdeka Tournament,True,1.6,1.8,7,5,0.2,2.0,1,5
2007-08-24,2007,Bangladesh,Kyrgyzstan,0.0,3.0,A,Nehru Cup,True,0.6,2.0,1,5,1.0,3.2,3,5
2007-08-25,2007,Tahiti,New Caledonia,0.0,1.0,A,South Pacific Games,True,0.4,4.8,4,5,4.2,1.4,9,5
2007-08-25,2007,Solomon Islands,American Samoa,12.0,1.0,H,South Pacific Games,True,0.8,4.2,3,5,0.2,8.2,0,5
2007-08-25,2007,Samoa,Vanuatu,0.0,4.0,A,South Pacific Games,False,1.0,2.2,4,5,2.0,2.4,6,5
2007-08-25,2007,Cambodia,Syria,1.0,5.0,A,Nehru Cup,True,1.6,3.6,4,5,2.0,1.2,12,5
2007-08-25,2007,Myanmar,Laos,1.0,0.0,H,Merdeka Tournament,True,0.8,0.4,9,5,1.2,5.4,3,5
2007-08-25,2007,Zimbabwe,Bangladesh,2.0,1.0,H,Merdeka Tournament,True,0.8,1.6,3,5,0.6,2.2,1,5
2007-08-25,2007,Fiji,Tuvalu,16.0,0.0,H,South Pacific Games,True,1.0,2.2,6,5,0.6,4.0,3,5
2007-08-26,2007,India,Kyrgyzstan,3.0,0.0,H,Nehru Cup,False,2.0,1.6,6,5,1.6,2.8,6,5
2007-08-27,2007,Zimbabwe,Myanmar,1.0,3.0,A,Merdeka Tournament,True,1.0,1.6,5,5,0.6,0.2,9,5
2007-08-27,2007,Fiji,Cook Islands,4.0,0.0,H,South Pacific Games,True,4.0,1.0,9,5,0.2,3.4,1,5
2007-08-27,2007,Samoa,American Samoa,7.0,0.0,H,South Pacific Games,False,1.0,3.0,3,5,0.4,9.2,0,5
2007-08-27,2007,Solomon Islands,Tonga,4.0,0.0,H,South Pacific Games,True,3.0,3.4,6,5,0.4,4.2,3,5
2007-08-27,2007,Tuvalu,New Caledonia,0.0,1.0,A,South Pacific Games,True,0.6,5.4,3,5,4.4,1.0,12,5
2007-08-29,2007,Samoa,Tonga,2.0,1.0,H,South Pacific Games,False,1.6,3.0,3,5,0.4,4.2,3,5
2007-08-29,2007,American Samoa,Vanuatu,0.0,15.0,A,South Pacific Games,True,0.4,9.8,0,5,2.0,2.0,6,5
2007-08-29,2007,India,Syria,1.0,0.0,H,Nehru Cup,False,2.6,1.0,9,5,2.8,1.4,12,5
2007-08-29,2007,New Caledonia,Cook Islands,3.0,0.0,H,South Pacific Games,True,3.0,1.0,12,5,0.2,4.2,0,5
2007-08-29,2007,Tuvalu,Tahiti,1.0,1.0,D,South Pacific Games,True,0.0,5.2,0,5,0.4,5.0,3,5
2007-09-01,2007,Vanuatu,Solomon Islands,0.0,2.0,A,South Pacific Games,True,5.0,1.4,9,5,3.8,2.2,9,5
2007-09-01,2007,Tonga,American Samoa,4.0,0.0,H,South Pacific Games,True,0.6,3.4,3,5,0.2,11.0,0,5
2007-09-01,2007,Tanzania,Uganda,1.0,0.0,H,Friendly,False,0.8,1.4,6,5,0.6,0.6,6,5
2007-09-01,2007,Tahiti,Fiji,0.0,4.0,A,South Pacific Games,True,0.6,3.4,4,5,4.6,0.6,12,5
2007-09-01,2007,Cook Islands,Tuvalu,4.0,1.0,H,South Pacific Games,True,0.2,4.4,0,5,0.2,4.6,1,5
2007-09-03,2007,Cook Islands,Tahiti,0.0,1.0,A,South Pacific Games,True,1.0,3.6,3,5,0.6,3.4,4,5
2007-09-03,2007,New Caledonia,Fiji,1.0,1.0,D,South Pacific Games,True,2.0,1.0,12,5,5.4,0.2,15,5
2007-09-03,2007,Samoa,Solomon Islands,0.0,3.0,A,South Pacific Games,False,2.0,2.6,6,5,4.2,0.8,12,5
2007-09-03,2007,Tonga,Vanuatu,1.0,4.0,A,South Pacific Games,True,1.0,3.2,3,5,4.8,1.4,9,5
2007-09-05,2007,Fiji,Vanuatu,3.0,0.0,H,South Pacific Games,True,5.4,0.4,13,5,5.0,0.6,12,5
2007-09-05,2007,Solomon Islands,New Caledonia,2.0,3.0,A,South Pacific Games,True,4.6,0.4,15,5,1.2,0.6,10,5
2007-09-07,2007,Switzerland,Chile,2.0,1.0,H,Friendly,True,1.4,1.6,7,5,1.0,2.2,7,5
2007-09-07,2007,Solomon Islands,Vanuatu,0.0,2.0,A,South Pacific Games,True,4.6,0.8,12,5,4.6,1.2,9,5
2007-09-07,2007,Bahrain,Jordan,1.0,3.0,A,Friendly,False,1.6,2.8,4,5,0.8,0.6,5,5
2007-09-07,2007,Austria,Japan,0.0,0.0,D,Friendly,False,0.4,0.8,3,5,1.8,1.0,8,5
2007-09-07,2007,New Caledonia,Fiji,1.0,0.0,H,South Pacific Games,True,1.8,0.6,13,5,5.6,0.2,13,5
